Name	UFboot	sCF	Branch_Length	Branch_Support_Color	coord_x	coord_y	Strain	Date	DateBP	Country	Province	CountryLat	CountryLon	ProvinceLat	ProvinceLon	Biovar	Branch_Major	Branch_Minor	BioSample	BioSampleComment	Branch_Number	Mugration_Branch_Number	Mugration_Branch_Number_Confidence	Mugration_Branch_Number_Entropy	Mugration_Branch_Major	Mugration_Branch_Major_Confidence	Mugration_Branch_Major_Entropy	Mugration_Branch_Minor	Mugration_Branch_Minor_Confidence	Mugration_Branch_Minor_Entropy	Mugration_Country	Mugration_Country_Confidence	Mugration_Country_Entropy	Mugration_Country_Lat	Mugration_Country_Lon	Mugration_Province	Mugration_Province_Confidence	Mugration_Province_Entropy	Mugration_Province_Lat	Mugration_Province_Lon
NODE5	100.0	83.5	1.09091e-05	black	3.89394e-05	6.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.9999999975203139	5.504750539291666e-08	0.PRE	0.9999999953264139	1.0449904336887115e-07	0.PRE1	0.9999999788834705	4.692974924022551e-07	Russia	0.5758595644430251	0.6840376929794558	64.6863136	97.7453061	Bavaria	0.9945395625627226	0.04470601082069738	48.9467562	11.4038717
SAMEA104233049	NA	NA	2.55e-07	grey	3.91944e-05	6.0	1343UnTal85	[-2396:-2148]	[-4417:-4169]	Germany	Bavaria	51.0834196	10.4234469	48.9467562	11.4038717	Bronze Age	0.PRE	0.PRE1	SAMEA104233049	KEEP: SRA Ancient	0.0	0	0.9999999999999999	-9.99866855976916e-13	0.PRE	0.9999999999999999	-9.99866855976916e-13	0.PRE1	1.0	-1.000088900581841e-12	Germany	1.0	-1.000088900581841e-12	51.0834196	10.4234469	Bavaria	1.0	-1.000088900581841e-12	48.9467562	11.4038717
NODE6	NA	NA	1.2714300000000001e-05	black	5.1653699999999996e-05	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.9999999975225131	5.500087782972741e-08	0.PRE	0.9999999953302217	1.044181025049415e-07	0.PRE1	0.9999999789026923	4.688906004764282e-07	Russia	0.5759184468508393	0.6838843676563353	64.6863136	97.7453061	Bavaria	0.9934088691150732	0.047083732558524875	48.9467562	11.4038717
SAMEA104233048	NA	NA	7.747e-07	grey	5.24284e-05	7.0	Post6	[-2007:-1882]	[-4028:-3903]	Germany	Bavaria	51.0834196	10.4234469	48.9467562	11.4038717	Bronze Age	0.PRE	0.PRE1	SAMEA104233048	KEEP: SRA Ancient	0.0	0	1.0	-1.000088900581841e-12	0.PRE	0.9999999999999999	-9.99866855976916e-13	0.PRE1	0.9999999999999999	-9.99866855976916e-13	Germany	1.0	-1.000088900581841e-12	51.0834196	10.4234469	Bavaria	1.0	-1.000088900581841e-12	48.9467562	11.4038717
SAMEA3541826	NA	NA	3.2367000000000003e-06	grey	5.489040000000001e-05	8.0	RISE505	[-1746:-1626]	[-3767:-3647]	Russia	Altai Krai	64.6863136	97.7453061	52.6932243	82.69314240000001	Bronze Age	0.PRE	0.PRE1	SAMEA3541826	KEEP: SRA Ancient	0.0	0	1.0	-1.000088900581841e-12	0.PRE	0.9999999999999999	-9.99866855976916e-13	0.PRE1	0.9999999999999999	-9.99866855976916e-13	Russia	1.0	-1.000088900581841e-12	64.6863136	97.7453061	Altai Krai	1.0	-1.000088900581841e-12	52.6932243	82.69314240000001
NODE7	100.0	55.6	5.184e-06	black	5.184e-06	34.6410312005072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.9999999975181127	5.509417248796189e-08	0.PE	0.9988625949432173	0.008880805049532505	0.PE7	0.4656549628675977	1.5730198704023486	Russia	0.7914390129027432	0.5133058374837869	64.6863136	97.7453061	Qinghai	0.9859507337196873	0.10977468157825143	35.40709525	95.95211573241954
NODE8	100.0	100.0	3.7159699999999996e-05	red	4.234370000000001e-05	9.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.9999999975225111	5.5000919252356964e-08	0.PE	0.9999987029089068	1.8974353359008285e-05	0.PE7	0.9994676978772525	0.005440964246925142	China	0.9915884302316048	0.049086079857290556	35.000074	104.999927	Qinghai	0.9999704846466129	0.00042152023154776993	35.40709525	95.95211573241954
GCA_000323485.1_ASM32348v1_genomic	NA	NA	2.346e-07	grey	4.257830000000001e-05	9.0	620024	1962	-59	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	0.PE	0.PE7	SAMN02403008	KEEP: Assembly Modern Cui 2013 Keller 2019	0.0	0	1.0	-1.000088900581841e-12	0.PE	1.0	-1.000088900581841e-12	0.PE7	1.0	-1.000088900581841e-12	China	1.0	-1.000088900581841e-12	35.000074	104.999927	Qinghai	1.0	-1.000088900581841e-12	35.40709525	95.95211573241954
GCA_000323845.1_ASM32384v1_genomic	NA	NA	2.3500000000000002e-08	grey	4.23672e-05	10.0	CMCC05009	1961	-60	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	0.PE	0.PE7	SAMN02403027	KEEP: Assembly Modern Cui 2013	0.0	0	1.0	-1.000088900581841e-12	0.PE	1.0	-1.000088900581841e-12	0.PE7	1.0	-1.000088900581841e-12	China	1.0	-1.000088900581841e-12	35.000074	104.999927	Qinghai	1.0	-1.000088900581841e-12	35.40709525	95.95211573241954
NODE9	100.0	94.4	1.86931e-05	black	2.38771e-05	59.78206240101439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.9999999975181068	5.509429688544009e-08	0.PE	0.9999986937179751	1.9117734910809183e-05	0.PE2	0.49043267961060166	1.716438371602195	Russia	0.7957802173993004	0.5083780925047962	64.6863136	97.7453061	Qinghai	0.9792122296073705	0.15398483908643182	35.40709525	95.95211573241954
NODE10	100.0	99.8	3.67485e-05	red	6.0625600000000004e-05	24.34326171875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.9999999975181088	5.509425550130368e-08	0.PE	0.9999999924075068	1.6438624627977434e-07	0.PE2	0.999485194652607	0.005454382246874705	Russia	0.9230000455321093	0.3382525719723616	64.6863136	97.7453061	Republic of Dagestan	0.3740247976340224	1.5747186349802251	43.0883099	47.14988017944229
NODE11	100.0	99.6	1.8627899999999998e-05	red	7.92535e-05	12.7421875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.99999999752031	5.5047588228775134e-08	0.PE	0.9999999938897045	1.347213931627225e-07	0.PE2	0.999999456319937	9.553984118263797e-06	Russia	0.9994578108552075	0.004965499902522717	64.6863136	97.7453061	Republic of Dagestan	0.9985578868371913	0.013672707255529739	43.0883099	47.14988017944229
GCA_001294825.1_ASM129482v1_genomic	NA	NA	2.346e-07	grey	7.94881e-05	11.0	C-537	1984	-37	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944229	Caucasica	0.PE	0.PE2	SAMN03839871	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0.0	0	1.0	-1.000088900581841e-12	0.PE	1.0	-1.000088900581841e-12	0.PE2	1.0	-1.000088900581841e-12	Russia	1.0	-1.000088900581841e-12	64.6863136	97.7453061	Republic of Dagestan	1.0	-1.000088900581841e-12	43.0883099	47.14988017944229
NODE12	62.0	10.5	2.3500000000000002e-08	black	7.927700000000001e-05	14.484375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.9999999975181146	5.50941311098562e-08	0.PE	0.9999999938857169	1.348057213971725e-07	0.PE2	0.99999997639878	5.220031959823139e-07	Russia	0.9999937601982269	8.791624737038948e-05	64.6863136	97.7453061	Republic of Dagestan	0.9999961579521338	6.230189723773462e-05	43.0883099	47.14988017944229
NODE13	82.0	69.0	7.037999999999999e-07	black	7.99808e-05	12.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.9999999975225112	5.5000919106303205e-08	0.PE	0.9999999938970627	1.345682418776846e-07	0.PE2	0.9999999769680968	5.101829263884791e-07	Russia	0.9999978868378845	3.330672722398051e-05	64.6863136	97.7453061	Republic of Dagestan	0.9999994529388144	1.094964641043519e-05	43.0883099	47.14988017944229
GCA_001601675.1_ASM160167v1_genomic	NA	NA	1.67662e-05	grey	9.6747e-05	12.0	C-741	1999	-22	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944229	Caucasica	0.PE	0.PE2	SAMN04336076	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0.0	0	1.0	-1.000088900581841e-12	0.PE	1.0	-1.000088900581841e-12	0.PE2	0.9999999999999999	-9.99866855976916e-13	Russia	1.0	-1.000088900581841e-12	64.6863136	97.7453061	Republic of Dagestan	1.0	-1.000088900581841e-12	43.0883099	47.14988017944229
GCA_002127375.1_ASM212737v1_genomic	NA	NA	9.384e-07	grey	8.09192e-05	13.0	C-739	1998	-23	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944229	Caucasica	0.PE	0.PE2	SAMN04992974	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0.0	0	1.0	-1.000088900581841e-12	0.PE	1.0	-1.000088900581841e-12	0.PE2	0.9999999999999999	-9.99866855976916e-13	Russia	1.0	-1.000088900581841e-12	64.6863136	97.7453061	Republic of Dagestan	1.0	-1.000088900581841e-12	43.0883099	47.14988017944229
NODE14	42.0	40.3	2.3500000000000002e-08	black	7.930050000000001e-05	16.46875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.99999999752031	5.504758819362049e-08	0.PE	0.9999999938913825	1.346871362468068e-07	0.PE2	0.9999999769472818	5.106229438784435e-07	Russia	0.999997869798383	3.354960709248298e-05	64.6863136	97.7453061	Republic of Dagestan	0.9999994517745964	1.0971605661551077e-05	43.0883099	47.14988017944229
GCA_006376585.1_ASM637658v1_genomic	NA	NA	2.3500000000000002e-08	grey	7.932400000000003e-05	14.0	C-371	1978	-43	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944229	Caucasica	0.PE	0.PE2	SAMN12012142	KEEP: Assembly Modern	0.0	0	1.0	-1.000088900581841e-12	0.PE	0.9999999999999999	-9.99866855976916e-13	0.PE2	1.0	-1.000088900581841e-12	Russia	1.0	-1.000088900581841e-12	64.6863136	97.7453061	Republic of Dagestan	1.0	-1.000088900581841e-12	43.0883099	47.14988017944229
NODE15	50.0	44.2	2.3500000000000002e-08	black	7.932400000000003e-05	18.9375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.9999999975181108	5.5094213906750976e-08	0.PE	0.9999999938857078	1.348059109179978e-07	0.PE2	0.9999999769270222	5.11051391378759e-07	Russia	0.9999978853929554	3.332797744043444e-05	64.6863136	97.7453061	Republic of Dagestan	0.9999994581216187	1.0853525499098666e-05	43.0883099	47.14988017944229
NODE16	66.0	67.2	4.9900000000000003e-08	black	7.937390000000001e-05	16.625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.9999999975181126	5.5094172493774255e-08	0.PE	0.9999999938857133	1.348057965450882e-07	0.PE2	0.9999999769270416	5.110509810232557e-07	Russia	0.9999978858056401	3.332213325093674e-05	64.6863136	97.7453061	Republic of Dagestan	0.9999994581442628	1.0853101607106613e-05	43.0883099	47.14988017944229
NODE17	100.0	53.3	1.4075999999999999e-06	black	8.078149999999999e-05	15.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.9999999975225111	5.500091925226359e-08	0.PE	0.9999999938970627	1.345682419436709e-07	0.PE2	0.9999999769686331	5.101717837249963e-07	Russia	0.9999979190640198	3.284760768305241e-05	64.6863136	97.7453061	Republic of Dagestan	0.9999994604333554	1.0809882979810607e-05	43.0883099	47.14988017944229
GCA_002127355.1_ASM212735v1_genomic	NA	NA	2.8244e-06	grey	8.36059e-05	15.0	C-712	1996	-25	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944229	Caucasica	0.PE	0.PE2	SAMN04993042	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0.0	0	1.0	-1.000088900581841e-12	0.PE	0.9999999999999999	-9.99866855976916e-13	0.PE2	1.0	-1.000088900581841e-12	Russia	1.0	-1.000088900581841e-12	64.6863136	97.7453061	Republic of Dagestan	1.0	-1.000088900581841e-12	43.0883099	47.14988017944229
GCA_002127365.1_ASM212736v1_genomic	NA	NA	9.7353e-06	grey	9.05168e-05	16.0	C-746	1997	-24	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944229	Caucasica	0.PE	0.PE2	SAMN04992968	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0.0	0	1.0	-1.000088900581841e-12	0.PE	0.9999999999999999	-9.99866855976916e-13	0.PE2	1.0	-1.000088900581841e-12	Russia	1.0	-1.000088900581841e-12	64.6863136	97.7453061	Republic of Dagestan	1.0	-1.000088900581841e-12	43.0883099	47.14988017944229
NODE18	95.0	57.8	5.183e-07	black	7.989220000000001e-05	17.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.9999999975203139	5.504750542797771e-08	0.PE	0.9999999938913937	1.3468690765511672e-07	0.PE2	0.9999999769478561	5.106109937651324e-07	Russia	0.9999979025833894	3.308285112185224e-05	64.6863136	97.7453061	Republic of Dagestan	0.999999459291385	1.0831445512921336e-05	43.0883099	47.14988017944229
GCA_001972405.1_ASM197240v1_genomic	NA	NA	1.6357e-05	grey	9.62492e-05	17.0	C-700	1995	-26	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944229	Caucasica	0.PE	0.PE2	SAMN05521423	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0.0	0	0.9999999999999999	-9.99866855976916e-13	0.PE	1.0	-1.000088900581841e-12	0.PE2	1.0	-1.000088900581841e-12	Russia	1.0	-1.000088900581841e-12	64.6863136	97.7453061	Republic of Dagestan	1.0	-1.000088900581841e-12	43.0883099	47.14988017944229
NODE19	77.0	44.7	2.1102e-06	black	8.200240000000002e-05	18.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.9999999975225131	5.5000877829758525e-08	0.PE	0.9999999938970683	1.3456812777313404e-07	0.PE2	0.9999999769686517	5.101713858466001e-07	Russia	0.9999979192115208	3.284552738855599e-05	64.6863136	97.7453061	Republic of Dagestan	0.9999994604359083	1.0809835333979806e-05	43.0883099	47.14988017944229
GCA_001972385.1_ASM197238v1_genomic	NA	NA	1.5192000000000001e-05	grey	9.719440000000002e-05	18.0	C-678	1988	-33	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944229	Caucasica	0.PE	0.PE2	SAMN05521422	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0.0	0	1.0	-1.000088900581841e-12	0.PE	1.0	-1.000088900581841e-12	0.PE2	1.0	-1.000088900581841e-12	Russia	1.0	-1.000088900581841e-12	64.6863136	97.7453061	Republic of Dagestan	1.0	-1.000088900581841e-12	43.0883099	47.14988017944229
GCA_001972465.1_ASM197246v1_genomic	NA	NA	8.5679e-06	grey	9.057030000000003e-05	19.0	C-370	1978	-43	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944229	Caucasica	0.PE	0.PE2	SAMN05521420	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0.0	0	1.0	-1.000088900581841e-12	0.PE	1.0	-1.000088900581841e-12	0.PE2	1.0	-1.000088900581841e-12	Russia	1.0	-1.000088900581841e-12	64.6863136	97.7453061	Republic of Dagestan	1.0	-1.000088900581841e-12	43.0883099	47.14988017944229
NODE20	78.0	72.2	7.037999999999999e-07	black	8.002780000000001e-05	21.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.99999999752031	5.50475881585594e-08	0.PE	0.9999999938913826	1.3468713598539414e-07	0.PE2	0.9999999769478186	5.106117897212169e-07	Russia	0.9999979022862747	3.3087038896825685e-05	64.6863136	97.7453061	Republic of Dagestan	0.9999994579527121	1.0856750793190386e-05	43.0883099	47.14988017944229
GCA_008630415.1_ASM863041v1_genomic	NA	NA	2.135e-06	grey	8.216280000000002e-05	20.0	C-672	1988	-33	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944229	Caucasica	0.PE	0.PE2	SAMN12720423	KEEP: Assembly Modern	0.0	0	1.0	-1.000088900581841e-12	0.PE	0.9999999999999999	-9.99866855976916e-13	0.PE2	1.0	-1.000088900581841e-12	Russia	1.0	-1.000088900581841e-12	64.6863136	97.7453061	Republic of Dagestan	0.9999999999999999	-9.99866855976916e-13	43.0883099	47.14988017944229
NODE21	91.0	50.0	2.3500000000000002e-08	black	8.005130000000003e-05	22.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.9999999975181167	5.5094089509673305e-08	0.PE	0.9999999938857241	1.348055683398897e-07	0.PE2	0.9999999769270793	5.110501845350611e-07	Russia	0.9999978861041137	3.33179291766058e-05	64.6863136	97.7453061	Republic of Dagestan	0.9999988244476886	2.2646061906211568e-05	43.0883099	47.14988017944229
NODE22	94.0	76.7	1.6422e-06	black	8.169350000000001e-05	21.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.9999999975225112	5.500091907127172e-08	0.PE	0.9999999938970628	1.345682416164226e-07	0.PE2	0.9999999769686329	5.10171783257339e-07	Russia	0.9999979190667585	3.284756923206e-05	64.6863136	97.7453061	Republic of Dagestan	0.9999994591027893	1.0835039866374103e-05	43.0883099	47.14988017944229
GCA_001972395.1_ASM197239v1_genomic	NA	NA	1.16836e-05	grey	9.337710000000002e-05	21.0	C-535	1984	-37	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944229	Caucasica	0.PE	0.PE2	SAMN05521421	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0.0	0	1.0	-1.000088900581841e-12	0.PE	1.0	-1.000088900581841e-12	0.PE2	1.0	-1.000088900581841e-12	Russia	0.9999999999999999	-9.99866855976916e-13	64.6863136	97.7453061	Republic of Dagestan	0.9999999999999999	-9.99866855976916e-13	43.0883099	47.14988017944229
GCA_002165475.1_ASM216547v1_genomic	NA	NA	1.21203e-05	grey	9.381380000000002e-05	22.0	C-824	2010	-11	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944229	Caucasica	0.PE	0.PE2	SAMN04992971	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0.0	0	1.0	-1.000088900581841e-12	0.PE	1.0	-1.000088900581841e-12	0.PE2	1.0	-1.000088900581841e-12	Russia	0.9999999999999999	-9.99866855976916e-13	64.6863136	97.7453061	Republic of Dagestan	0.9999999999999999	-9.99866855976916e-13	43.0883099	47.14988017944229
NODE23	93.0	49.4	4.692e-07	black	8.052050000000003e-05	23.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.9999999975225112	5.500091907127172e-08	0.PE	0.9999999938970628	1.345682416164226e-07	0.PE2	0.9999999769686329	5.10171783257339e-07	Russia	0.9999979190667585	3.284756923206e-05	64.6863136	97.7453061	Republic of Dagestan	0.9996889502499875	0.004282737344462987	43.0883099	47.14988017944229
GCA_008630455.1_ASM863045v1_genomic	NA	NA	2.346e-07	grey	8.075510000000003e-05	23.0	C-826	2011	-10	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944229	Caucasica	0.PE	0.PE2	SAMN12721149	KEEP: Assembly Modern	0.0	0	1.0	-1.000088900581841e-12	0.PE	1.0	-1.000088900581841e-12	0.PE2	1.0	-1.000088900581841e-12	Russia	0.9999999999999999	-9.99866855976916e-13	64.6863136	97.7453061	Republic of Dagestan	1.0	-1.000088900581841e-12	43.0883099	47.14988017944229
GCA_015338205.1_ASM1533820v1_genomic	NA	NA	2.3500000000000002e-08	grey	8.054400000000002e-05	24.0	C-830	2012	-9	Russia	NA	64.6863136	97.7453061	NA	NA	Caucasica	0.PE	0.PE2	SAMN16619722	KEEP: Assembly Modern No Province	0.0	0	1.0	-1.000088900581841e-12	0.PE	1.0	-1.000088900581841e-12	0.PE2	1.0	-1.000088900581841e-12	Russia	0.9999999999999999	-9.99866855976916e-13	64.6863136	97.7453061	Republic of Dagestan	0.8443939549889875	1.1670890701953498	43.0883099	47.14988017944229
NODE24	100.0	99.6	1.83263e-05	red	7.895189999999999e-05	35.9443359375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.9999999975181085	5.5094255653353625e-08	0.PE	0.9999999938840225	1.348403190907496e-07	0.PE2	0.9999994557713783	9.563025020112467e-06	Azerbaijan	0.5796633643309501	1.0729437627668914	40.3936294	47.7872508	Goranboy District	0.5202776014374378	1.5039348658844556	40.606553399999996	46.70500981655712
NODE25	100.0	99.9	7.3191e-06	red	8.627099999999999e-05	30.109375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.9999999975181085	5.5094255653197804e-08	0.PE	0.9999999938857006	1.3480606412640671e-07	0.PE2	0.9999999763981843	5.220155326014192e-07	Azerbaijan	0.9371105130751006	0.2441429487135753	40.3936294	47.7872508	Goranboy District	0.9984732951760059	0.014067685967927191	40.606553399999996	46.70500981655712
