Name	UFboot	aLRT	Branch_Length	Branch_Support_Color	coord_x	coord_y	Strain	Date	DateBP	Country	Province	CountryLat	CountryLon	ProvinceLat	ProvinceLon	Biovar	Branch_Major	Branch_Minor	BioSample
NODE42	12.0	0.0	2.3399999999999998e-08	black	7.470549999999995e-05	12.65625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE43	4.0	0.0	2.3399999999999998e-08	black	7.472889999999995e-05	11.3125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE44	12.0	44.3	2.344e-07	black	7.496329999999995e-05	9.625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE45	5.0	0.0	2.3399999999999998e-08	black	7.498669999999994e-05	7.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE46	11.0	0.0	2.3399999999999998e-08	black	7.501009999999994e-05	4.375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE47	11.0	0.0	2.3399999999999998e-08	black	7.503349999999994e-05	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE48	9.0	0.0	2.3399999999999998e-08	black	7.505689999999994e-05	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000269265.1_ASM26926v1_genomic	NA	NA	4.688e-07	grey	7.552569999999993e-05	1.0	PY-36	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141469
GCA_000269385.1_ASM26938v1_genomic	NA	NA	2.3399999999999998e-08	grey	7.508029999999993e-05	2.0	PY-66	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141487
NODE51	100.0	97.9	1.172e-06	red	7.620549999999993e-05	3.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000269285.1_ASM26928v1_genomic	NA	NA	2.3399999999999998e-08	grey	7.622889999999993e-05	3.0	PY-42	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141470
GCA_000269285.2_ASM26928v2_genomic	NA	NA	2.3399999999999998e-08	grey	7.622889999999993e-05	4.0	PY-42	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141470
NODE54	11.0	0.0	2.3399999999999998e-08	black	7.503349999999994e-05	6.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE55	99.0	82.6	3.619e-07	red	7.539539999999994e-05	5.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000268945.1_ASM26894v1_genomic	NA	NA	2.3399999999999998e-08	grey	7.541879999999994e-05	5.0	PY-64	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141485
GCA_000269105.1_ASM26910v1_genomic	NA	NA	3.482e-07	grey	7.574359999999994e-05	6.0	PY-92	2010	-11	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141495
GCA_000269125.1_ASM26912v1_genomic	NA	NA	2.344e-07	grey	7.526789999999994e-05	7.0	PY-93	2010	-11	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141496
NODE59	10.0	0.0	4.8099999999999994e-08	black	7.503479999999995e-05	10.125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE60	38.0	8.2	2.344e-07	black	7.526919999999995e-05	9.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE61	50.0	81.7	3.07e-07	black	7.557619999999994e-05	8.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000268465.1_ASM26846v1_genomic	NA	NA	9.376e-07	grey	7.651379999999994e-05	8.0	PY-13	2008	-13	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141460
GCA_000269365.1_ASM26936v1_genomic	NA	NA	6.217e-07	grey	7.619789999999994e-05	9.0	PY-61	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141483
GCA_000269245.1_ASM26924v1_genomic	NA	NA	6.67e-08	grey	7.533589999999995e-05	10.0	PY-113	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141506
GCA_000269485.1_ASM26948v1_genomic	NA	NA	6.875e-07	grey	7.572229999999994e-05	11.0	PY-103	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141505
GCA_000269165.1_ASM26916v1_genomic	NA	NA	1.172e-06	grey	7.613529999999994e-05	12.0	PY-98	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141500
GCA_000268665.1_ASM26866v1_genomic	NA	NA	7.031999999999999e-07	grey	7.543209999999994e-05	13.0	PY-25	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141465
GCA_000268685.1_ASM26868v1_genomic	NA	NA	2.344e-07	grey	7.493989999999995e-05	14.0	PY-29	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141466
NODE69	11.0	0.0	2.3399999999999998e-08	black	7.470549999999995e-05	16.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE70	10.0	0.0	2.3399999999999998e-08	black	7.472889999999995e-05	15.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000268485.2_ASM26848v2_genomic	NA	NA	2.3399999999999998e-08	grey	7.475229999999994e-05	15.0	PY-14	2009	-12	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141461
GCA_000311885.1_ASM31188v1_genomic	NA	NA	2.3399999999999998e-08	grey	7.475229999999994e-05	16.0	INS	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02403946
GCA_000268485.1_ASM26848v1_genomic	NA	NA	2.3399999999999998e-08	grey	7.472889999999995e-05	17.0	PY-14	2009	-12	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141461
NODE74	11.0	0.0	2.3399999999999998e-08	black	7.468209999999995e-05	24.53125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE75	12.0	79.0	2.344e-07	black	7.491649999999995e-05	21.9375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE76	12.0	77.5	2.0850000000000002e-07	black	7.512499999999997e-05	20.375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE77	63.0	77.6	2.344e-07	black	7.535939999999995e-05	19.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE78	100.0	98.4	1.4063999999999998e-06	red	7.676579999999995e-05	18.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000268725.1_ASM26872v1_genomic	NA	NA	2.3399999999999998e-08	grey	7.678919999999995e-05	18.0	PY-34	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141468
GCA_000268725.2_ASM26872v2_genomic	NA	NA	2.3399999999999998e-08	grey	7.678919999999995e-05	19.0	PY-34	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141468
GCA_000268905.1_ASM26890v1_genomic	NA	NA	4.688e-07	grey	7.582819999999995e-05	20.0	PY-60	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141482
NODE82	39.0	100.0	2.3399999999999998e-08	black	7.514839999999995e-05	21.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000268845.1_ASM26884v1_genomic	NA	NA	2.3399999999999998e-08	grey	7.517179999999995e-05	21.0	PY-56	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141479
GCA_000269445.1_ASM26944v1_genomic	NA	NA	4.688e-07	grey	7.561719999999995e-05	22.0	PY-95	2010	-11	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141498
NODE85	100.0	96.8	9.376e-07	red	7.585409999999995e-05	23.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000268805.1_ASM26880v1_genomic	NA	NA	2.3399999999999998e-08	grey	7.587749999999995e-05	23.0	PY-54	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141477
GCA_000268805.2_ASM26880v2_genomic	NA	NA	2.3399999999999998e-08	grey	7.587749999999995e-05	24.0	PY-54	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141477
NODE88	28.0	80.8	2.344e-07	black	7.491649999999995e-05	27.125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE89	62.0	81.3	2.344e-07	black	7.515089999999995e-05	26.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE90	40.0	78.4	2.344e-07	black	7.538529999999995e-05	25.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000268885.1_ASM26888v1_genomic	NA	NA	2.344e-07	grey	7.561969999999995e-05	25.0	PY-59	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141481
GCA_000269205.1_ASM26920v1_genomic	NA	NA	7.031999999999999e-07	grey	7.608849999999995e-05	26.0	PY-100	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141502
GCA_000269145.1_ASM26914v1_genomic	NA	NA	2.3399999999999998e-08	grey	7.517429999999995e-05	27.0	PY-96	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141499
GCA_000268745.1_ASM26874v1_genomic	NA	NA	2.344e-07	grey	7.515089999999995e-05	28.0	PY-45	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141471
NODE95	9.0	0.0	2.3399999999999998e-08	black	7.465869999999997e-05	36.640625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE96	14.0	86.4	2.344e-07	black	7.489309999999997e-05	33.90625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE97	14.0	0.0	2.3399999999999998e-08	black	7.491649999999995e-05	32.3125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE98	70.0	78.4	2.344e-07	black	7.515089999999995e-05	31.125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE99	21.0	0.0	2.3399999999999998e-08	black	7.517429999999995e-05	30.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE100	100.0	82.9	2.344e-07	red	7.540869999999995e-05	29.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000269185.1_ASM26918v1_genomic	NA	NA	2.344e-07	grey	7.564309999999995e-05	29.0	PY-99	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141501
GCA_000269305.1_ASM26930v1_genomic	NA	NA	2.344e-07	grey	7.564309999999995e-05	30.0	PY-46	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141472
GCA_000268965.1_ASM26896v1_genomic	NA	NA	2.344e-07	grey	7.540869999999995e-05	31.0	PY-65	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141486
GCA_000269425.1_ASM26942v1_genomic	NA	NA	2.3399999999999998e-08	grey	7.517429999999995e-05	32.0	PY-94	2010	-11	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141497
NODE105	57.0	79.1	2.344e-07	black	7.515089999999995e-05	33.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000269065.1_ASM26906v1_genomic	NA	NA	7.031999999999999e-07	grey	7.585409999999995e-05	33.0	PY-90	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141493
GCA_000269405.1_ASM26940v1_genomic	NA	NA	7.031999999999999e-07	grey	7.585409999999995e-05	34.0	PY-88	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141491
NODE108	75.0	87.2	2.344e-07	black	7.512749999999995e-05	35.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000269225.1_ASM26922v1_genomic	NA	NA	2.3399999999999998e-08	grey	7.515089999999995e-05	35.0	PY-102	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141504
GCA_000269325.1_ASM26932v1_genomic	NA	NA	2.344e-07	grey	7.536189999999995e-05	36.0	PY-47	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141473
NODE111	12.0	82.4	2.344e-07	black	7.489309999999997e-05	39.375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE112	20.0	73.3	2.3399999999999998e-08	black	7.491649999999995e-05	38.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE113	19.0	76.3	3.3340000000000006e-07	black	7.524989999999995e-05	37.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000268765.1_ASM26876v1_genomic	NA	NA	3.4759999999999996e-07	grey	7.559749999999997e-05	37.0	PY-48	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141474
GCA_000268785.1_ASM26878v1_genomic	NA	NA	4.688e-07	grey	7.571869999999995e-05	38.0	PY-53	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141476
GCA_000268705.1_ASM26870v1_genomic	NA	NA	2.3399999999999998e-08	grey	7.493989999999995e-05	39.0	PY-32	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141467
NODE117	52.0	89.8	4.688e-07	black	7.536189999999995e-05	40.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000268645.1_ASM26864v1_genomic	NA	NA	2.344e-07	grey	7.559629999999995e-05	40.0	PY-15	2009	-12	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141462
GCA_000269345.1_ASM26934v1_genomic	NA	NA	7.031999999999999e-07	grey	7.606509999999995e-05	41.0	PY-52	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141475
NODE120	76.0	74.8	2.344e-07	black	7.484629999999996e-05	43.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE121	100.0	99.1	1.4063999999999998e-06	red	7.625269999999997e-05	42.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000268865.1_ASM26886v1_genomic	NA	NA	2.3399999999999998e-08	grey	7.627609999999995e-05	42.0	PY-58	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141480
GCA_000268865.2_ASM26886v2_genomic	NA	NA	2.3399999999999998e-08	grey	7.627609999999995e-05	43.0	PY-58	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141480
GCA_000269045.1_ASM26904v1_genomic	NA	NA	2.3399999999999998e-08	grey	7.486969999999996e-05	44.0	PY-89	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141492
NODE125	22.0	20.9	4.269e-07	black	7.499629999999995e-05	45.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000268545.1_ASM26854v1_genomic	NA	NA	9.426000000000001e-07	grey	7.593889999999994e-05	45.0	PY-01	2006	-15	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141448
GCA_000269085.1_ASM26908v1_genomic	NA	NA	6.39e-08	grey	7.506019999999995e-05	46.0	PY-91	2010	-11	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141494
GCA_000268565.1_ASM26856v1_genomic	NA	NA	2.344e-07	grey	7.459299999999995e-05	47.0	PY-03	2006	-15	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141450
NODE129	4.0	0.0	2.3399999999999998e-08	black	7.435859999999997e-05	49.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE130	8.0	0.0	2.3399999999999998e-08	black	7.438199999999995e-05	48.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000268425.1_ASM26842v1_genomic	NA	NA	4.688e-07	grey	7.485079999999995e-05	48.0	PY-09	2006	-15	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141456
GCA_000268605.1_ASM26860v1_genomic	NA	NA	2.3399999999999998e-08	grey	7.440539999999995e-05	49.0	PY-11	2007	-14	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141458
GCA_000268365.1_ASM26836v1_genomic	NA	NA	7.031999999999999e-07	grey	7.506179999999995e-05	50.0	PY-06	2006	-15	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141453
NODE134	39.0	73.9	3.517e-07	black	7.466349999999998e-05	52.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE135	56.0	51.7	5.224000000000001e-07	black	7.518589999999996e-05	51.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000268325.1_ASM26832v1_genomic	NA	NA	1.115e-06	grey	7.630089999999998e-05	51.0	PY-02	2006	-15	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141449
GCA_000268345.1_ASM26834v1_genomic	NA	NA	1.1322e-06	grey	7.631809999999996e-05	52.0	PY-05	2006	-15	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141452
GCA_000268505.1_ASM26850v1_genomic	NA	NA	1.1029e-06	grey	7.576639999999998e-05	53.0	PY-16	2009	-12	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141463
NODE139	12.0	74.9	5.6100000000000006e-08	black	7.415799999999995e-05	58.375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
