ID	LENGTH	ALIGNED	UNALIGNED	VARIANT	HET	MASKED	LOWCOV
GCA_000268425.1_ASM26842v1_genomic	4829855	4353608	18107	43	93	396715	61332
GCA_000268445.1_ASM26844v1_genomic	4829855	4359698	14377	44	83	396715	58982
GCA_000268465.1_ASM26846v1_genomic	4829855	4353343	14240	46	113	396715	65444
GCA_000268485.1_ASM26848v1_genomic	4829855	4259965	81803	42	129	396715	91243
GCA_000268485.2_ASM26848v2_genomic	4829855	4259965	81803	42	129	396715	91243
GCA_000268505.1_ASM26850v1_genomic	4829855	4363955	17787	48	120	396715	51278
GCA_000268525.1_ASM26852v1_genomic	4829855	4190930	180008	32	62	396715	62140
GCA_000268545.1_ASM26854v1_genomic	4829855	4355722	12332	50	182	396715	64904
GCA_000268565.1_ASM26856v1_genomic	4829855	4310921	20077	50	167	396715	101975
GCA_000268585.1_ASM26858v1_genomic	4829855	4358820	16459	45	134	396715	57727
GCA_000268605.1_ASM26860v1_genomic	4829855	4338771	20910	42	96	396715	73363
GCA_000268625.1_ASM26862v1_genomic	4829855	4368687	13056	43	109	396715	51288
GCA_000268645.1_ASM26864v1_genomic	4829855	4364866	13638	47	108	396715	54528
GCA_000268665.1_ASM26866v1_genomic	4829855	4353782	15875	45	132	396715	63351
GCA_000268685.1_ASM26868v1_genomic	4829855	4382308	6884	47	204	396715	43744
GCA_000268705.1_ASM26870v1_genomic	4829855	4349389	20162	44	134	396715	63455
GCA_000268725.1_ASM26872v1_genomic	4829855	4359220	17609	46	114	396715	56197
GCA_000268725.2_ASM26872v2_genomic	4829855	4359220	17609	46	114	396715	56197
GCA_000268745.1_ASM26874v1_genomic	4829855	4371730	13209	48	111	396715	48090
GCA_000268765.1_ASM26876v1_genomic	4829855	4339248	26096	46	132	396715	67664
GCA_000268785.1_ASM26878v1_genomic	4829855	4316797	32335	50	153	396715	83855
GCA_000268805.1_ASM26880v1_genomic	4829855	4158843	73647	46	131	396715	200519
GCA_000268805.2_ASM26880v2_genomic	4829855	4158843	73647	46	131	396715	200519
GCA_000268825.1_ASM26882v1_genomic	4829855	4373978	11935	45	137	396715	47090
GCA_000268845.1_ASM26884v1_genomic	4829855	4331255	27947	42	106	396715	73832
GCA_000268865.1_ASM26886v1_genomic	4829855	4272421	50745	48	165	396715	109809
GCA_000268865.2_ASM26886v2_genomic	4829855	4272421	50745	48	165	396715	109809
GCA_000268885.1_ASM26888v1_genomic	4829855	4343967	22944	45	134	396715	66095
GCA_000268905.1_ASM26890v1_genomic	4829855	4363781	12649	42	142	396715	56568
GCA_000268925.1_ASM26892v1_genomic	4829855	4360945	16996	50	140	396715	55059
GCA_000268945.1_ASM26894v1_genomic	4829855	4276860	27186	44	119	396715	128975
GCA_000268965.1_ASM26896v1_genomic	4829855	4365686	14764	47	146	396715	52544
GCA_000268985.1_ASM26898v1_genomic	4829855	4210373	171613	30	54	396715	51100
GCA_000269005.1_ASM26900v1_genomic	4829855	4192475	177926	29	63	396715	62676
GCA_000269025.1_ASM26902v1_genomic	4829855	4213465	171104	28	80	396715	48491
GCA_000269045.1_ASM26904v1_genomic	4829855	4340503	15208	49	101	396715	77328
GCA_000269065.1_ASM26906v1_genomic	4829855	4363496	16628	50	144	396715	52872
GCA_000269085.1_ASM26908v1_genomic	4829855	4358719	16104	43	109	396715	58208
GCA_000269105.1_ASM26910v1_genomic	4829855	4357136	14598	45	126	396715	61280
GCA_000269125.1_ASM26912v1_genomic	4829855	4368621	13377	45	141	396715	51001
GCA_000269145.1_ASM26914v1_genomic	4829855	4354039	14724	43	120	396715	64257
GCA_000269165.1_ASM26916v1_genomic	4829855	4365020	14404	48	115	396715	53601
GCA_000269185.1_ASM26918v1_genomic	4829855	4357619	15237	44	132	396715	60152
GCA_000269205.1_ASM26920v1_genomic	4829855	4354199	25143	45	121	396715	53677
GCA_000269225.1_ASM26922v1_genomic	4829855	4346240	22826	44	134	396715	63940
GCA_000269245.1_ASM26924v1_genomic	4829855	4325821	37211	44	147	396715	69961
GCA_000269265.1_ASM26926v1_genomic	4829855	4342498	16504	42	121	396715	74017
GCA_000269285.1_ASM26928v1_genomic	4829855	4368084	13850	44	82	396715	51124
GCA_000269285.2_ASM26928v2_genomic	4829855	4368084	13850	44	82	396715	51124
GCA_000269305.1_ASM26930v1_genomic	4829855	4373175	12684	44	143	396715	47138
GCA_000269325.1_ASM26932v1_genomic	4829855	4355612	18047	44	101	396715	59380
GCA_000269345.1_ASM26934v1_genomic	4829855	4330604	19308	48	144	396715	83084
GCA_000269365.1_ASM26936v1_genomic	4829855	4362127	16852	44	115	396715	54046
GCA_000269385.1_ASM26938v1_genomic	4829855	4086584	140004	44	143	396715	206409
GCA_000269405.1_ASM26940v1_genomic	4829855	4332057	18785	44	152	396715	82146
GCA_000269425.1_ASM26942v1_genomic	4829855	4344327	18048	42	181	396715	70584
GCA_000269445.1_ASM26944v1_genomic	4829855	4375100	11467	46	124	396715	46449
GCA_000269465.1_ASM26946v1_genomic	4829855	4365737	14989	44	183	396715	52231
GCA_000269485.1_ASM26948v1_genomic	4829855	4215306	80333	45	132	396715	137369
GCA_000275685.1_ASM27568v1_genomic	4829855	4375415	35353	148	557	396715	21815
GCA_000311885.1_ASM31188v1_genomic	4829855	4271733	159149	42	0	396715	2258
GCA_000320425.1_ASM32042v1_genomic	4829855	4050109	200080	243	243	396715	182708
GCA_000320445.1_ASM32044v1_genomic	4829855	4105721	157826	120	131	396715	169462
GCA_000320465.1_ASM32046v1_genomic	4829855	4162526	151809	99	124	396715	118681
GCA_000323185.1_ASM32318v1_genomic	4829855	4124607	136408	172	108	396715	172017
GCA_000323205.1_ASM32320v1_genomic	4829855	4197035	77320	142	226	396715	158559
GCA_000323225.1_ASM32322v1_genomic	4829855	4231065	75369	141	284	396715	126422
GCA_000323245.1_ASM32324v1_genomic	4829855	3704001	233818	137	332	396715	494989
GCA_000323285.1_ASM32328v1_genomic	4829855	4287381	40714	50	96	396715	104949
GCA_000323305.1_ASM32330v1_genomic	4829855	4056539	200038	105	99	396715	176464
GCA_000323325.1_ASM32332v1_genomic	4829855	4149416	81268	105	113	396715	202343
GCA_000323345.1_ASM32334v1_genomic	4829855	4026323	181425	106	113	396715	225279
GCA_000323365.1_ASM32336v1_genomic	4829855	4229178	63984	130	135	396715	139843
GCA_000323385.1_ASM32338v1_genomic	4829855	3979499	100291	86	118	396715	353232
GCA_000323405.1_ASM32340v1_genomic	4829855	4204961	80766	82	92	396715	147321
GCA_000323425.1_ASM32342v1_genomic	4829855	4179122	73315	143	130	396715	180573
GCA_000323445.1_ASM32344v1_genomic	4829855	4203219	70936	50	165	396715	158820
GCA_000323465.1_ASM32346v1_genomic	4829855	3970472	311168	111	147	396715	151353
GCA_000323485.1_ASM32348v1_genomic	4829855	4123143	127032	325	379	396715	182586
GCA_000323505.1_ASM32350v1_genomic	4829855	4280940	39361	78	108	396715	112731
GCA_000323525.1_ASM32352v1_genomic	4829855	4089634	94848	79	100	396715	248558
GCA_000323545.1_ASM32354v1_genomic	4829855	4145142	110466	46	100	396715	177432
GCA_000323565.1_ASM32356v1_genomic	4829855	4023922	235084	111	185	396715	173949
GCA_000323585.1_ASM32358v1_genomic	4829855	4144774	146280	107	175	396715	141911
GCA_000323605.1_ASM32360v1_genomic	4829855	4263280	51048	47	120	396715	118692
GCA_000323625.1_ASM32362v1_genomic	4829855	4079240	126345	185	176	396715	227379
GCA_000323645.1_ASM32364v1_genomic	4829855	4078780	211684	105	225	396715	142451
GCA_000323665.1_ASM32366v1_genomic	4829855	3877384	345175	132	158	396715	210423
GCA_000323685.1_ASM32368v1_genomic	4829855	4048866	203406	48	121	396715	180747
GCA_000323705.1_ASM32370v1_genomic	4829855	4233825	71041	78	119	396715	128155
GCA_000323725.1_ASM32372v1_genomic	4829855	3996526	181225	103	172	396715	255217
GCA_000323745.1_ASM32374v1_genomic	4829855	3928873	262050	47	78	396715	242139
GCA_000323765.1_ASM32376v1_genomic	4829855	4251370	26340	74	92	396715	155338
GCA_000323785.1_ASM32378v1_genomic	4829855	4258390	33381	47	67	396715	141302
GCA_000323805.1_ASM32380v1_genomic	4829855	4154183	73491	44	182	396715	205284
GCA_000323825.1_ASM32382v1_genomic	4829855	4070604	192521	43	129	396715	169886
GCA_000323845.1_ASM32384v1_genomic	4829855	4042910	144428	288	123	396715	245679
GCA_000323865.1_ASM32386v1_genomic	4829855	4041177	162769	43	160	396715	229034
GCA_000323885.1_ASM32388v1_genomic	4829855	4156971	119598	46	123	396715	156448
GCA_000323905.1_ASM32390v1_genomic	4829855	4110222	91736	95	124	396715	231058
GCA_000323925.1_ASM32392v1_genomic	4829855	4083165	151632	91	94	396715	198249
GCA_000323945.1_ASM32394v1_genomic	4829855	3789106	107756	104	182	396715	536096
GCA_000323965.1_ASM32396v1_genomic	4829855	4109782	148704	37	100	396715	174554
GCA_000323985.1_ASM32398v1_genomic	4829855	3822107	321348	24	49	396715	289636
GCA_000324005.1_ASM32400v1_genomic	4829855	4026091	237754	89	314	396715	168981
GCA_000324025.1_ASM32402v1_genomic	4829855	4250760	61985	86	266	396715	120129
GCA_000324045.1_ASM32404v1_genomic	4829855	4081651	104141	164	332	396715	247016
GCA_000324065.1_ASM32406v1_genomic	4829855	3874683	323512	61	59	396715	234886
GCA_000324085.1_ASM32408v1_genomic	4829855	3914839	272583	34	90	396715	245628
GCA_000324105.1_ASM32410v1_genomic	4829855	4018119	212715	37	105	396715	202201
GCA_000324125.1_ASM32412v1_genomic	4829855	4159119	83098	76	126	396715	190797
GCA_000324145.1_ASM32414v1_genomic	4829855	4258488	45616	75	101	396715	128935
GCA_000324165.1_ASM32416v1_genomic	4829855	4171603	95644	57	88	396715	165805
GCA_000324185.1_ASM32418v1_genomic	4829855	4126315	137715	100	66	396715	169044
GCA_000324205.1_ASM32420v1_genomic	4829855	4200736	61238	103	122	396715	171044
GCA_000324225.1_ASM32422v1_genomic	4829855	4265120	46186	95	115	396715	121719
GCA_000324245.1_ASM32424v1_genomic	4829855	4092561	159335	77	156	396715	181088
GCA_000324265.1_ASM32426v1_genomic	4829855	4062720	219532	84	152	396715	150736
GCA_000324285.1_ASM32428v1_genomic	4829855	3915801	267331	32	149	396715	249859
GCA_000324305.1_ASM32430v1_genomic	4829855	4015564	234998	79	175	396715	182403
GCA_000324325.1_ASM32432v1_genomic	4829855	3803214	323888	58	73	396715	305965
GCA_000324345.1_ASM32434v1_genomic	4829855	4151364	158704	97	172	396715	122900
GCA_000324365.1_ASM32436v1_genomic	4829855	4177156	85338	34	83	396715	170563
GCA_000324385.1_ASM32438v1_genomic	4829855	3854147	141071	33	138	396715	437784
GCA_000324405.1_ASM32440v1_genomic	4829855	4215767	30011	38	124	396715	187238
GCA_000324425.1_ASM32442v1_genomic	4829855	4259781	46866	25	71	396715	126422
GCA_000324445.1_ASM32444v1_genomic	4829855	4013967	240517	76	222	396715	178434
GCA_000324465.1_ASM32446v1_genomic	4829855	4103600	164906	148	326	396715	164308
GCA_000324485.1_ASM32448v1_genomic	4829855	3864130	312829	78	211	396715	255970
GCA_000324505.1_ASM32450v1_genomic	4829855	4035183	197436	70	133	396715	200388
GCA_000324525.1_ASM32452v1_genomic	4829855	4196550	71881	153	338	396715	164371
GCA_000324545.1_ASM32454v1_genomic	4829855	3960651	240345	70	93	396715	232051
GCA_000324565.1_ASM32456v1_genomic	4829855	4225585	66159	69	108	396715	141288
GCA_000324585.1_ASM32458v1_genomic	4829855	3892886	271389	69	133	396715	268732
GCA_000324605.1_ASM32460v1_genomic	4829855	4051131	169649	78	251	396715	212109
GCA_000324625.1_ASM32462v1_genomic	4829855	4169189	28214	29	64	396715	235673
GCA_000324645.1_ASM32464v1_genomic	4829855	3955212	247123	23	46	396715	230759
GCA_000324665.1_ASM32466v1_genomic	4829855	4119403	149212	134	297	396715	164228
GCA_000324685.1_ASM32468v1_genomic	4829855	4113145	162469	32	140	396715	157386
GCA_000324705.1_ASM32470v1_genomic	4829855	4037730	135631	28	147	396715	259632
GCA_000324725.1_ASM32472v1_genomic	4829855	4158407	136099	29	113	396715	138521
GCA_000324745.1_ASM32474v1_genomic	4829855	4170237	60752	28	173	396715	201978
GCA_000324765.1_ASM32476v1_genomic	4829855	4073112	166515	28	103	396715	193410
GCA_000324785.1_ASM32478v1_genomic	4829855	4254226	32813	29	91	396715	146010
GCA_000324805.2_EV76-CN_genomic	4829855	4121664	233728	18	402	396715	77346
GCA_000324825.1_ASM32482v1_genomic	4829855	4104767	99241	23	54	396715	229078
GCA_000324845.1_ASM32484v1_genomic	4829855	4236334	26704	31	98	396715	170004
GCA_000324865.1_ASM32486v1_genomic	4829855	3958507	229628	23	65	396715	244940
GCA_000324885.1_ASM32488v1_genomic	4829855	4231108	73691	62	140	396715	128201
GCA_000324905.1_ASM32490v1_genomic	4829855	4254595	63333	63	120	396715	115092
GCA_000324925.1_ASM32492v1_genomic	4829855	4022105	268804	233	208	396715	142023
GCA_000324945.1_ASM32494v1_genomic	4829855	3831002	376827	69	122	396715	225189
GCA_000324965.1_ASM32496v1_genomic	4829855	4173068	111463	61	180	396715	148429
GCA_000324985.1_ASM32498v1_genomic	4829855	4050075	183236	65	120	396715	199709
GCA_000325005.1_ASM32500v1_genomic	4829855	4164352	72361	66	222	396715	196205
GCA_000325025.1_ASM32502v1_genomic	4829855	4082981	152540	70	288	396715	197331
GCA_000325045.1_ASM32504v1_genomic	4829855	3991890	241192	71	249	396715	199809
GCA_000325065.1_ASM32506v1_genomic	4829855	4142390	86111	71	293	396715	204346
GCA_000325085.1_ASM32508v1_genomic	4829855	4104684	57875	70	218	396715	270363
GCA_000325105.1_ASM32510v1_genomic	4829855	4105373	145861	65	243	396715	181663
GCA_000325125.1_ASM32512v1_genomic	4829855	4211296	40972	63	252	396715	180620
GCA_000325165.1_ASM32516v1_genomic	4829855	4053039	178195	31	101	396715	201805
GCA_000325185.1_ASM32518v1_genomic	4829855	4095773	145183	117	312	396715	191872
GCA_000325205.1_ASM32520v1_genomic	4829855	4239342	66223	55	145	396715	127430
GCA_000325225.1_ASM32522v1_genomic	4829855	4060981	174647	57	57	396715	197455
GCA_000325245.1_ASM32524v1_genomic	4829855	4113636	125653	58	150	396715	193701
GCA_000325265.1_ASM32526v1_genomic	4829855	4033123	241368	54	151	396715	158498
GCA_000325285.1_ASM32528v1_genomic	4829855	3966149	248533	57	129	396715	218329
GCA_000325305.1_ASM32530v1_genomic	4829855	4122788	137866	55	104	396715	172382
GCA_000325325.1_ASM32532v1_genomic	4829855	4044254	194333	69	257	396715	194296
GCA_000325345.1_ASM32534v1_genomic	4829855	3993696	207521	70	230	396715	231693
GCA_000325365.1_ASM32536v1_genomic	4829855	4108274	94129	27	110	396715	230627
GCA_000325385.1_ASM32538v1_genomic	4829855	3837960	264606	26	95	396715	330479
GCA_000325405.1_ASM32540v1_genomic	4829855	3888162	277528	22	61	396715	267389
GCA_000325425.1_ASM32542v1_genomic	4829855	4263338	39177	19	88	396715	130537
GCA_000325445.1_ASM32544v1_genomic	4829855	3969592	251161	19	66	396715	212321
GCA_000325465.1_ASM32546v1_genomic	4829855	4226482	28097	26	105	396715	178456
GCA_000325485.1_ASM32548v1_genomic	4829855	3873137	346522	20	29	396715	213452
GCA_000382505.1_Yersinia_pestis_G1670E_assembly_genomic	4829855	4291593	97850	203	686	396715	43011
GCA_000382525.1_Yersinia_pestis_G3768_assembly_genomic	4829855	4287332	94333	193	605	396715	50870
GCA_000382545.1_Yersinia_pestis_assembly_genomic	4829855	4298984	90295	196	633	396715	43228
GCA_000475095.2_YP009_v2_genomic	4829855	4267451	150919	30	0	396715	14770
GCA_000475115.2_YP113_v2_genomic	4829855	4330606	90144	20	1	396715	12389
GCA_000475135.2_YPS03_v2_genomic	4829855	4415818	721	82	0	396715	16601
GCA_000475155.2_YP24H_v2_genomic	4829855	4267641	150860	29	0	396715	14639
GCA_000590535.1_EV_NIIEG_genomic	4829855	4266994	123137	18	191	396715	42818
GCA_000705315.1_EDB10_058v1_genomic	4829855	4343165	16460	10	135	396715	73380
GCA_000734805.1_ASM73480v1_genomic	4829855	4351291	33208	43	409	396715	48232
GCA_000834235.1_ASM83423v1_genomic	4829855	4425300	2053	20	314	396715	5473
GCA_000834275.1_ASM83427v1_genomic	4829855	4299755	121705	121	393	396715	11287
GCA_000834315.1_ASM83431v1_genomic	4829855	4314174	96743	182	683	396715	21540
GCA_000834335.1_ASM83433v1_genomic	4829855	4430878	255	7	86	396715	1921
GCA_000834495.1_ASM83449v1_genomic	4829855	4430469	193	8	34	396715	2444
GCA_000834755.1_ASM83475v1_genomic	4829855	4272185	158026	13	138	396715	2791
GCA_000834775.1_ASM83477v1_genomic	4829855	4383428	48095	7	38	396715	1579
GCA_000834885.1_ASM83488v1_genomic	4829855	4292593	128313	120	420	396715	11814
GCA_000834905.1_ASM83490v1_genomic	4829855	4339899	89316	20	283	396715	3642
GCA_000834925.1_ASM83492v1_genomic	4829855	4367434	45288	115	693	396715	19725
GCA_000834985.1_ASM83498v1_genomic	4829855	4320916	89478	181	801	396715	21945
GCA_000835005.1_ASM83500v1_genomic	4829855	3928198	480998	78	458	396715	23486
GCA_000950945.1_ASM95094v1_genomic	4829855	4362911	19940	121	578	396715	49711
GCA_000970105.1_ASM97010v1_genomic	4829855	4386757	34515	69	607	396715	11261
GCA_000986995.1_YPES001-SEQ-2-ASM-1_genomic	4829855	4317087	103490	19	398	396715	12165
GCA_001188325.1_YPY_1_genomic	4829855	4321909	87719	170	616	396715	22896
GCA_001188335.1_DYA_1_genomic	4829855	4321444	89040	173	707	396715	21949
GCA_001188675.1_ASM118867v1_genomic	4829855	4376804	46016	39	488	396715	9832
GCA_001188695.1_ASM118869v1_genomic	4829855	4320861	88673	169	592	396715	23014
GCA_001188715.1_ASM118871v1_genomic	4829855	4324071	87216	170	721	396715	21132
GCA_001188735.1_ASM118873v1_genomic	4829855	4289056	131972	64	596	396715	11516
GCA_001188755.1_ASM118875v1_genomic	4829855	4266419	144471	166	767	396715	21483
GCA_001188775.1_ASM118877v1_genomic	4829855	4321699	88727	169	723	396715	21991
GCA_001188795.1_ASM118879v1_genomic	4829855	4320447	88180	166	699	396715	23814
GCA_001188815.1_ASM118881v1_genomic	4829855	4288928	131816	62	748	396715	11648
GCA_001188935.1_ASM118893v1_genomic	4829855	4321149	88603	168	632	396715	22756
GCA_001261975.1_YPW_8_IHQD_genomic	4829855	4359432	62630	62	528	396715	10550
GCA_001261985.1_YPW_3_IHQD_genomic	4829855	4319297	109782	13	436	396715	3625
GCA_001294805.1_ASM129480v1_genomic	4829855	4344225	50751	97	901	396715	37263
GCA_001294815.1_ASM129481v1_genomic	4829855	4306045	88560	167	709	396715	37826
GCA_001294825.1_ASM129482v1_genomic	4829855	4269425	125811	150	698	396715	37206
GCA_001294885.1_ASM129488v1_genomic	4829855	4292583	104297	118	779	396715	35481
GCA_001294905.1_ASM129490v1_genomic	4829855	4309126	87196	164	729	396715	36089
GCA_001294915.1_ASM129491v1_genomic	4829855	4306180	88680	165	757	396715	37523
GCA_001294965.1_ASM129496v1_genomic	4829855	4329595	65794	97	800	396715	36951
GCA_001294975.1_ASM129497v1_genomic	4829855	4342157	47777	104	611	396715	42595
GCA_001294985.1_ASM129498v1_genomic	4829855	4309906	87394	162	605	396715	35235
GCA_001295025.1_ASM129502v1_genomic	4829855	4382188	18678	98	688	396715	31586
GCA_001295045.1_ASM129504v1_genomic	4829855	4309465	88761	164	655	396715	34259
GCA_001295055.1_ASM129505v1_genomic	4829855	4309031	87015	164	858	396715	36236
GCA_001295065.1_ASM129506v1_genomic	4829855	4304445	87518	162	648	396715	40529
GCA_001295105.1_ASM129510v1_genomic	4829855	4305127	87210	164	595	396715	40208
GCA_001295115.1_ASM129511v1_genomic	4829855	4350503	45813	99	671	396715	36153
GCA_001295145.1_ASM129514v1_genomic	4829855	4286706	110854	108	609	396715	34971
GCA_001295185.1_ASM129518v1_genomic	4829855	4293529	93984	164	465	396715	45162
GCA_001487065.1_Yersinia_pestis_genomic	4829855	4247243	172505	27	0	396715	13392
GCA_001509855.1_ASM150985v1_genomic	4829855	4423706	6193	9	45	396715	3196
GCA_001509865.1_ASM150986v1_genomic	4829855	4431456	17	8	80	396715	1587
GCA_001559935.1_ASM155993v1_genomic	4829855	4320155	47580	72	702	396715	64703
GCA_001595585.1_ASM159558v1_genomic	4829855	4351830	37358	60	601	396715	43351
GCA_001601285.1_ASM160128v1_genomic	4829855	4367333	24585	48	519	396715	40703
GCA_001601675.1_ASM160167v1_genomic	4829855	4232934	136024	175	590	396715	63592
GCA_001601735.1_ASM160173v1_genomic	4829855	4314268	56083	152	836	396715	61953
GCA_001613865.1_ASM161386v1_genomic	4829855	4239101	125317	120	595	396715	68127
GCA_001613885.1_ASM161388v1_genomic	4829855	4341102	38098	55	662	396715	53278
GCA_001613895.1_ASM161389v1_genomic	4829855	4359067	36808	61	571	396715	36694
GCA_001617705.1_Yersinia_pestis_C-791_genomic	4829855	4352442	37114	55	620	396715	42964
GCA_001617715.1_Yersinia_pestis_M-519_genomic	4829855	4355207	37670	72	496	396715	39767
GCA_001617725.1_Yersinia_pestis_M-1484_genomic	4829855	4278877	85729	72	628	396715	67906
GCA_001617735.1_Yersinia_pestis_M-1763_genomic	4829855	4345453	37541	63	579	396715	49567
GCA_001617785.1_Yersinia_pestis_M-549_genomic	4829855	4278171	109196	55	626	396715	45147
GCA_001617805.1_Yersinia_pestis_173_genomic	4829855	4341006	40819	55	561	396715	50754
GCA_001617815.1_Yersinia_pestis_M-1453_genomic	4829855	4245838	139915	63	502	396715	46885
GCA_001693595.1_ASM169359v1_genomic	4829855	4334018	97355	8	543	396715	1224
GCA_001972385.1_ASM197238v1_genomic	4829855	4281312	126243	183	597	396715	24988
GCA_001972395.1_ASM197239v1_genomic	4829855	4281706	126381	171	628	396715	24425
GCA_001972405.1_ASM197240v1_genomic	4829855	4235220	174016	174	536	396715	23368
GCA_001972415.1_ASM197241v1_genomic	4829855	4320798	87653	184	742	396715	23947
GCA_001972465.1_ASM197246v1_genomic	4829855	4282641	126028	174	667	396715	23804
GCA_001972475.1_ASM197247v1_genomic	4829855	4367442	45580	108	608	396715	19510
GCA_001972505.1_ASM197250v1_genomic	4829855	4361323	49236	146	585	396715	21996
GCA_001972515.1_ASM197251v1_genomic	4829855	4366581	46168	107	636	396715	19755
GCA_002005285.1_ASM200528v1_genomic	4829855	4417265	8918	48	653	396715	6304
GCA_002127355.1_ASM212735v1_genomic	4829855	4283804	125144	144	628	396715	23564
GCA_002127365.1_ASM212736v1_genomic	4829855	4283897	125317	152	667	396715	23259
GCA_002127375.1_ASM212737v1_genomic	4829855	4278589	131309	141	563	396715	22679
GCA_002165475.1_ASM216547v1_genomic	4829855	4284085	124715	156	617	396715	23723
GCA_002173795.1_ASM217379v1_genomic	4829855	4365814	46020	101	614	396715	20692
GCA_002173805.1_ASM217380v1_genomic	4829855	4363665	46374	139	641	396715	22460
GCA_002173815.1_ASM217381v1_genomic	4829855	4358974	53492	122	640	396715	20034
GCA_002188685.1_ASM218868v1_genomic	4829855	4365920	45515	102	797	396715	20908
GCA_002188725.1_ASM218872v1_genomic	4829855	4365421	45656	110	842	396715	21221
GCA_002188755.1_ASM218875v1_genomic	4829855	4356464	54275	102	732	396715	21669
GCA_002188765.1_ASM218876v1_genomic	4829855	4343927	66941	128	808	396715	21464
GCA_002188775.1_ASM218877v1_genomic	4829855	4365841	46050	111	650	396715	20599
GCA_002188815.1_ASM218881v1_genomic	4829855	4360034	50941	103	855	396715	21310
GCA_002188835.1_ASM218883v1_genomic	4829855	4391582	30198	70	460	396715	10900
GCA_002188845.1_ASM218884v1_genomic	4829855	4363340	49886	105	738	396715	19176
GCA_002188855.1_ASM218885v1_genomic	4829855	4314466	107030	52	495	396715	11149
GCA_002412225.1_Y.pestis_A-1486_genomic	4829855	4300007	55834	32	467	396715	76832
GCA_002412235.1_Y.pestis_A-1249_genomic	4829855	4328857	53719	112	851	396715	49713
GCA_002412245.1_Y.pestis_A-1691_genomic	4829855	4356634	15526	36	358	396715	60622
GCA_002412255.1_Y.pestis_A-1836_genomic	4829855	4369032	16227	75	381	396715	47500
GCA_002412305.1_Y.pestis_A-1809_genomic	4829855	4324970	45464	85	696	396715	62010
GCA_002529545.1_ASM252954v1_genomic	4829855	4269768	145895	53	630	396715	16847
GCA_002981895.1_ASM298189v1_genomic	4829855	4306091	108377	92	732	396715	17940
GCA_002981915.1_ASM298191v1_genomic	4829855	4395444	19314	98	532	396715	17850
GCA_002981925.1_ASM298192v1_genomic	4829855	4335963	78124	90	793	396715	18260
GCA_002981955.1_ASM298195v1_genomic	4829855	4335704	78136	101	716	396715	18584
GCA_002981995.1_ASM298199v1_genomic	4829855	4390972	22925	96	627	396715	18616
